COMPLEXID,the_geom,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
2965,POINT (-73.89542652607369 40.648810535677256),X,9004986,1,1015884,3,3321523,3,09/24/2012 12:00:00 AM +0000,08/01/2013 12:00:00 AM +0000,1,OTHER,32101035,3287431,BREUKELEN PROJECTS BUILDING 31
0,POINT (-73.85370412718045 40.88180244226518),,131411,2,1026169,15,2097396,2,05/04/2015 12:00:00 AM +0000,05/04/2015 12:00:00 AM +0000,2,OTHER,,2066207,LAVELLE SCHOOL FOR THE BLIND
3284,POINT (-73.80307646740182 40.74862708791157),,150046,2,1081,9,0,4,05/14/2009 12:00:00 AM +0000,09/13/2013 12:00:00 AM +0000,4,DoITT,,0,KISSENA PARK PLAYGROUND 164 ST & LITHONIA AV
0,POINT (-73.89094665539061 40.66668948538654),,47668,2,12585,1,0,3,05/14/2009 12:00:00 AM +0000,09/09/2013 12:00:00 AM +0000,4,DPR,,0,TEMPLE OF DAVID GARDEN
408,POINT (-73.9343491080104 40.57658272226396),X,166801,1,6072,7,3326936,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,DCP,35405912,3307045,KINGSBORO CC BLDG V
2498,POINT (-74.1040427318625 40.64083533848318),X,277664,2,1018050,2,0,5,01/15/2013 12:00:00 AM +0000,10/16/2017 12:00:00 AM +0000,13,OTHER,51204534,0,SNUG HBR HEALING GDN & WETLANDS
2498,POINT (-74.10471821009627 40.64476717729067),X,285113,1,1018052,5,5146255,5,01/15/2013 12:00:00 AM +0000,10/16/2017 12:00:00 AM +0000,4,OTHER,51204535,0,SNUG HARBOR WEST GATE
0,POINT (-73.91267897623436 40.69367846539704),N,45232,2,17145,2,3077286,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,37280401,5131681,EDWARD E HALE SCHOOL
95,POINT (-73.92388527707676 40.68038402411233),G,9001026,2,7750,3,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,NYCHA,32104801,0,BREVOORT PROJECTS
2498,POINT (-74.10261185484991 40.641181673665244),X,285120,1,1030428,10,0,5,10/16/2017 12:00:00 AM +0000,10/16/2017 12:00:00 AM +0000,4,OTHER,51204531,0,SNUG HARBOR SOUTH MEADOW STAGE
2498,POINT (-74.10038368583369 40.64309254257672),X,13830,1,1030429,5,0,5,10/16/2017 12:00:00 AM +0000,10/16/2017 12:00:00 AM +0000,4,OTHER,51204536,0,SNUG HARBOR EAST GATE
2498,POINT (-74.10187771706777 40.64499506924138),X,13835,1,1030430,5,5146254,5,10/16/2017 12:00:00 AM +0000,10/16/2017 12:00:00 AM +0000,4,OTHER,51204537,0,SNUG HARBOR NORTH GATE
0,POINT (-73.91841684638722 40.695138653175036),N,110488,2,12885,9,0,3,05/14/2009 12:00:00 AM +0000,10/15/2013 12:00:00 AM +0000,4,DoITT,31260501,0,HECKSCHER PLAYGROUND
2498,POINT (-74.10324206993145 40.63955949270443),X,285120,2,1030431,5,0,5,10/16/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,OTHER,51204538,0,SNUG HARBOR SOUTH GATE
0,POINT (-73.91256902483974 40.67102710027556),N,43860,1,14147,7,3378202,3,05/14/2009 12:00:00 AM +0000,06/22/2012 12:00:00 AM +0000,8,DCP,33074701,9215615,CROSSROADS JUVENILE CENTER
0,POINT (-73.83376657876384 40.784803830063595),N,277957,2,1,1,0,4,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DPR,41508501,0,FRANK GOLDEN PARK
0,POINT (-73.72981732568839 40.68494352612722),,171853,1,12227,1,4276382,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,306793,PS 176
0,POINT (-73.77485142290016 40.70603281609816),N,60999,2,51,8,0,4,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,41459501,0,PETERS FIELD
0,POINT (-73.77190984106448 40.75690513068532),N,98193,1,58,9,0,4,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,41472001,0,MARIE CURIE PARK
0,POINT (-73.83300654567036 40.78482768703754),,277957,2,1007,9,0,4,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,,0,136 STREET PLAYGROUND
0,POINT (-73.94643273094924 40.62279005832723),N,309118,2,12882,9,0,3,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,31359001,0,A HUDDE PG
0,POINT (-73.90705943578722 40.667215653429125),N,9002302,2,113,9,0,3,05/14/2009 12:00:00 AM +0000,08/21/2013 12:00:00 AM +0000,4,DoITT,31321501,0,DR R GREEN PLAYGROUND
0,POINT (-73.7093849515088 40.743861592828054),,103293,,11732,1,4178127,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,198921,GLEN OAKS SCHL
426,POINT (-73.98712655146002 40.77052701540819),G,33995,2,8444,7,1028826,1,05/14/2009 12:00:00 AM +0000,08/14/2013 12:00:00 AM +0000,2,OTHER,12404501,0,JAY COLLEGE
0,POINT (-73.97195366289723 40.7887015643424),N,37321,1,15204,9,0,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,11278501,0,PLAYGROUND 89
0,POINT (-73.82967885669744 40.845565539746815),N,94442,2,10410,1,2046140,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20035501,5131110,X 71
444,POINT (-73.97751948332788 40.76863934146917),X,300422,1,17333,9,0,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,11419063,0,CENTRAL PARK HECKSHER PLGD
411,POINT (-74.15171639406375 40.59848269342194),X,108459,1,8400,7,5107298,5,05/14/2009 12:00:00 AM +0000,02/17/2012 12:00:00 AM +0000,2,DoITT,52396312,5125746,COLLEGE OF STATEN ISLAND - SOUTH ADMINISTRATION
451,POINT (-73.84756918736099 40.69890400790837),X,52949,1,17344,9,0,4,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,41332514,0,GIOVANNELLI PLAYGROUND
448,POINT (-73.8255954998934 40.84854761045672),X,121814,1,17353,9,0,2,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,20057310,0,PLGD FOR ALL CHILDREN
0,POINT (-73.84292677692306 40.86813759227983),N,88485,2,17359,9,0,2,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,20053101,0,CAMPANERO PLGD
0,POINT (-73.98584769336125 40.72424773892393),N,9006026,1,17488,9,0,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,11246501,0,MCKINLEY PLAYGROUND
2971,POINT (-73.89251487785023 40.65235864274285),X,46768,2,153,1,0,3,05/14/2009 12:00:00 AM +0000,08/01/2013 12:00:00 AM +0000,4,DPR,31325503,0,BREUKELEN BALLFIELD
0,POINT (-73.93960209553214 40.68637442832552),N,43046,2,17576,9,0,3,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,31301501,0,I PUTNAM PLAYGROUND
501,POINT (-74.1088375189536 40.61855278828611),N,112387,1,8414,3,0,5,05/14/2009 12:00:00 AM +0000,08/06/2013 12:00:00 AM +0000,12,DCP,52390301,0,THE CLOVE LAKE
0,POINT (-73.92739213208911 40.822469822664125),,69861,,1061,9,0,2,05/14/2009 12:00:00 AM +0000,09/18/2013 12:00:00 AM +0000,4,DoITT,,0,FRANZ SIGEL PARK PLAYGROUND
0,POINT (-73.99529981069811 40.710167982184586),N,227709,2,15843,9,0,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,11223001,0,MARTIN F TANAHEY PLGD
0,POINT (-73.95558749437087 40.78085786993591),,166056,2,10339,11,1048043,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,1037678,PS 169
0,POINT (-73.96281767865945 40.608021434925966),,26952,1,4307,3,3176314,3,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,5,DoITT,,3224114,COUNCIL CENTER FOR SENIOR CITIZENS
0,POINT (-73.94288112188904 40.79261329616398),N,38094,2,16532,9,0,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,11235001,0,POOR RICHARDS PLAYGROUND
0,POINT (-73.96510544764662 40.791545849699354),,218732,1,4238,1,1031728,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,9,NYPD,,1028453,SECOND PRESBY CHURCH
513,POINT (-73.96902649866156 40.70328291873551),X,30360,2,14861,1,3335155,3,05/14/2009 12:00:00 AM +0000,12/06/2011 12:00:00 AM +0000,7,DoITT,32333808,0,BROOKLYN NAVY YARD BUILDING 7
0,POINT (-73.96551429426675 40.79129057122519),,308829,2,11038,4,1086834,1,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,2,NYPD,,9201908,ROBERTSON SCHOOL
0,POINT (-73.9246934792338 40.80531367913978),N,258686,2,668,9,0,2,05/14/2009 12:00:00 AM +0000,11/01/2017 12:00:00 AM +0000,4,DoITT,21220001,0,PULASKI PARK
0,POINT (-73.73387991741346 40.6713062316312),,63941,1,11293,1,4284236,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,315515,PS 38
0,POINT (-73.90828794506574 40.693375397424376),,45360,1,10100,1,3078654,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3104439,PS 151 LYNDON B JOHNSON
0,POINT (-73.89882989265435 40.85174676457628),N,222178,1,10166,1,2013297,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20013201,2024017,PS 163 ARTHUR SCHOMBURG
0,POINT (-74.00078141668784 40.74433646343408),,33536,1,11939,1,1013260,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5129069,PS 11
0,POINT (-73.95994710489717 40.711849301059935),,30768,1,8975,2,3063128,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131949,WELLS JHS
0,POINT (-73.99520327143394 40.604876502622226),N,18812,1,10099,1,3165232,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30006401,5132009,BENSHONHURST SCHL
0,POINT (-74.00960182653583 40.632370389364795),N,19575,2,19380,1,3387646,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,31411001,3184522,PS 69 BTW 63 64 STS
0,POINT (-73.88001722480985 40.75038362190836),,76472,1,11551,9,4035854,4,05/14/2009 12:00:00 AM +0000,08/31/2015 12:00:00 AM +0000,2,DOE,,40408,PS Q222 FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL
0,POINT (-73.93694261403304 40.79636780434461),,9000201,,4558,2,1052925,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,1042447,ABC JAMIE ROSE HS
0,POINT (-73.8045340745532 40.69328613840538),,57195,2,1622,1,4537833,4,05/14/2009 12:00:00 AM +0000,08/31/2015 12:00:00 AM +0000,9,EMS,,0,ST PIUS V CHURCH
0,POINT (-73.93427608041155 40.65834469476722),,42006,,4733,2,3107688,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3144874,YOUNG WORLD LEARNING CENTER
0,POINT (-73.96803086032172 40.67338928098616),,149380,,4739,2,3259310,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,3036151,UNION TEMPLE PRESCHOOL
0,POINT (-73.9775413594356 40.677106506477436),,22902,,4741,2,3019440,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3024690,MEDGAR EVERS COLLEGE HEAD START #1
0,POINT (-73.75261820436361 40.698542044065945),,64582,1,15331,1,4236757,4,05/14/2009 12:00:00 AM +0000,08/31/2015 12:00:00 AM +0000,2,DOE,,263755,PS 136
0,POINT (-74.08101006367005 40.620363855585445),N,121970,1,10794,2,5014184,5,05/14/2009 12:00:00 AM +0000,08/31/2015 12:00:00 AM +0000,2,DOE,50002801,5017313,JHS 49 NR COURSEN
0,POINT (-73.92621588707662 40.682788884044214),,43325,,4764,2,3332663,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,3058678,BEDFORD STUYVESANT HEAD START #7
0,POINT (-73.93871253757773 40.688086997413436),,44238,,4767,2,3325012,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,3055509,BEDFORD STUYVESANT HEAD START #6
0,POINT (-73.88024991772022 40.7406063519626),,74923,2,15475,2,4038665,4,05/14/2009 12:00:00 AM +0000,04/06/2011 12:00:00 AM +0000,5,DoITT,,43246,RED APPLE CHILD DEVELOPMENT CENTER CORNISH AV
54,POINT (-73.90734191750059 40.81615345344668),X,9004049,1,18481,6,2091979,2,05/14/2009 12:00:00 AM +0000,11/29/2011 12:00:00 AM +0000,5,DCP,24497009,0,ADAMS HOUSES COMMUNITY CENTER
0,POINT (-74.16111033384291 40.63727779984392),,103541,,4103,2,5027964,5,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,5034976,FELLOWSHIP LEARNING CENTER
511,POINT (-73.93667692956664 40.79374986158628),X,9006132,2,18606,10,1085632,1,05/14/2009 12:00:00 AM +0000,12/04/2013 12:00:00 AM +0000,4,DCP,11098003,1042603,T JEFFERSON BATH HOUSE
112,POINT (-73.95144540363944 40.789013509726296),X,9006768,1,13303,3,1082313,1,05/14/2009 12:00:00 AM +0000,02/05/2013 12:00:00 AM +0000,1,DCP,11418002,1040233,CARVER PROJECTS BUILDING 1
210,POINT (-73.98861141647612 40.711641798510485),G,9003259,2,12766,3,1003211,1,05/14/2009 12:00:00 AM +0000,02/13/2013 12:00:00 AM +0000,1,NYCHA,14485012,1003629,LAGUARDIA ADDITION PROJECTS
360,POINT (-73.94478704210188 40.789422688178234),,9005747,2,16303,2,1080681,1,05/14/2009 12:00:00 AM +0000,02/28/2013 12:00:00 AM +0000,5,DoITT,,1041657,UNION SETTLEMENT HEAD START 218 104 ST
0,POINT (-73.97694544805309 40.77936951467395),,37190,2,4381,2,1028743,1,05/14/2009 12:00:00 AM +0000,02/13/2012 12:00:00 AM +0000,5,DoITT,,1063608,THE INTERNATIONAL PRESCHOOLS
0,POINT (-73.96681891957579 40.79021097989134),,37420,2,4310,17,1031644,1,05/14/2009 12:00:00 AM +0000,09/28/2015 12:00:00 AM +0000,2,NYPD,,0,COLUMBIA GRAMMAR SCHOOL
511,POINT (-73.936828279131 40.79356603898837),,122509,1,17205,7,1085632,1,05/14/2009 12:00:00 AM +0000,12/04/2013 12:00:00 AM +0000,4,DoITT,,1042603,THOMAS JEFFERSON RECREATION CENTER
91,POINT (-73.88090202279096 40.66211105944023),X,9006196,2,14580,3,3324286,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,32066511,3132331,BOULEVARD HOUSES BUILDING 9
0,POINT (-73.95516585655446 40.76601003079654),,36663,1,16298,15,1045818,1,05/14/2009 12:00:00 AM +0000,04/30/2015 12:00:00 AM +0000,2,DoITT,,1036126,WILLIAM WOODWARD JR NURSERY SCHOOL
533,POINT (-74.00849731145867 40.74799890299213),G,143159,1,18356,7,1085935,1,05/14/2009 12:00:00 AM +0000,12/04/2013 12:00:00 AM +0000,6,DCP,11032001,1015213,CHELSEA PIER
0,POINT (-74.24691493059507 40.51535963435278),N,9008456,2,2963,6,5107876,5,05/14/2009 12:00:00 AM +0000,02/21/2013 12:00:00 AM +0000,6,NYPD,51067501,5119593,TOTTENVILLE MARINA
273,POINT (-73.93776773259012 40.832409020006146),X,247409,1,1008967,3,1087108,1,10/27/2011 12:00:00 AM +0000,02/19/2013 12:00:00 AM +0000,1,OTHER,12915911,0,POLO GROUNDS TOWERS BLDG 7
0,POINT (-73.86155297208597 40.759327041043974),,83469,2,7101,2,4535511,4,05/14/2009 12:00:00 AM +0000,12/04/2013 12:00:00 AM +0000,5,DoITT,,9105949,A CHILD'S PLACE DAY SCHOOL 108 S
130,POINT (-73.9374441692296 40.71844292437388),X,9005206,1,8515,3,3327833,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,32933508,3090967,COOPER PARK HOUSES BUILDING 7
0,POINT (-73.98531288160642 40.76995600959576),,34120,2,3681,1,1076229,1,05/14/2009 12:00:00 AM +0000,04/30/2015 12:00:00 AM +0000,9,NYPD,,1026412,ST PAULS APOSTL CH
0,POINT (-73.97554775021852 40.79303306015139),,37247,2,11017,15,1034119,1,05/14/2009 12:00:00 AM +0000,04/30/2015 12:00:00 AM +0000,2,DoITT,,1030140,WESTSIDE MONTESSORI SCHOOL
0,POINT (-73.97346225971667 40.76605399196542),,111168,,837,1,0,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,DPR,,0,THE POND
218,POINT (-73.93596734935355 40.81159895201512),X,9001603,2,6933,3,1081121,1,05/14/2009 12:00:00 AM +0000,02/15/2013 12:00:00 AM +0000,1,DCP,11562008,1044376,ABRAHAM LINCOLN HOUSES BLDG 7
0,POINT (-74.09416381436732 40.571313783003696),N,11126,1,1004404,10,5148614,5,04/14/2011 12:00:00 AM +0000,07/15/2015 12:00:00 AM +0000,4,OTHER,50003201,5153530,SAINTT MARGARET MARY-OAC
2599,POINT (-73.9767605947804 40.72831695848669),G,9003355,1,7886,3,0,1,05/14/2009 12:00:00 AM +0000,02/05/2013 12:00:00 AM +0000,1,NYCHA,11122001,0,ALBIZU CAMPOS PLAZA TWO PROJECTS
149,POINT (-73.94048002809545 40.788405915649754),X,9000900,2,18432,2,1083946,1,05/14/2009 12:00:00 AM +0000,02/11/2013 12:00:00 AM +0000,1,DCP,11990003,1060147,E RIVER PROJECTS BUILDING 1
511,POINT (-73.93604699136549 40.79332092304813),X,9006132,2,9716,10,0,1,05/14/2009 12:00:00 AM +0000,12/04/2013 12:00:00 AM +0000,4,DCP,11098004,0,JEFFERSON POOL
0,POINT (-73.8485527664086 40.57646440423982),,285653,1,1025582,16,4439031,4,12/10/2014 12:00:00 AM +0000,07/15/2015 12:00:00 AM +0000,2,OTHER,,341409,ST FRANCIS DE SALES SCHOOL
0,POINT (-73.96238774756627 40.77159452348172),,165998,1,1025991,16,1043029,1,03/31/2015 12:00:00 AM +0000,07/15/2015 12:00:00 AM +0000,2,OTHER,,1034535,BUCKLEY SCHOOL BRIAN R WALSH BUILDING
0,POINT (-74.08829828763047 40.5863699019978),,12253,1,1024506,4,5049965,5,03/25/2014 12:00:00 AM +0000,03/25/2014 12:00:00 AM +0000,13,OTHER,,5064128,HUTTNER PASQUALINI POST
215,POINT (-73.94844159555473 40.79447593523166),X,9008104,2,17168,3,1078857,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,12287004,1040327,LEHMAN VILLAGE BUILDING 3
0,POINT (-73.80192166606692 40.714261521422074),,9008612,1,1024507,4,4210853,4,03/25/2014 12:00:00 AM +0000,03/25/2014 12:00:00 AM +0000,5,OTHER,,234408,MARGARET TIETZ NURSING AND REHABILITATION CENTER
299,POINT (-73.93740072583431 40.69322882413522),G,265093,2,8123,3,0,3,05/14/2009 12:00:00 AM +0000,08/09/2012 12:00:00 AM +0000,1,NYCHA,37374001,0,ELEANOR ROOSEVELT I PROJECTS
0,POINT (-73.95098629003868 40.669345541471806),,257696,2,18867,1,3032906,3,05/14/2009 12:00:00 AM +0000,11/13/2012 12:00:00 AM +0000,9,NYPD,,3040379,PHILADELPHIA SABBATH CATHEDRAL
96,POINT (-73.87632231435529 40.8350082575087),X,9004452,1,13553,3,2092909,2,05/14/2009 12:00:00 AM +0000,12/19/2012 12:00:00 AM +0000,1,DCP,21542211,2043628,BRONX RIVER HOUSES BUILDING 10
96,POINT (-73.8765245105485 40.835606657585814),X,9006967,2,14571,3,2092905,2,05/14/2009 12:00:00 AM +0000,12/19/2012 12:00:00 AM +0000,1,DCP,21542205,2043624,BRONX RIVER HOUSES BUILDING 4
0,POINT (-73.98959005951185 40.73480363696426),,32945,2,1024509,1,1083247,1,03/26/2014 12:00:00 AM +0000,03/26/2014 12:00:00 AM +0000,10,OTHER,,1020367,BETH ISRAEL MEDICAL CENTER PHILLIPS AMBULATORY CARE CENTER
0,POINT (-73.92980468926973 40.85053977437535),N,71384,1,11228,7,1063719,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,NYPD,14557001,1056547,YESHIVA UNIVERSITY
0,POINT (-73.95142176050543 40.67285031936549),,29657,,4334,2,3031515,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,3038763,HAITIAN AMERICAN DCC #3
0,POINT (-73.94184247107093 40.80332724851709),,69057,2,1024510,1,1077376,1,03/26/2014 12:00:00 AM +0000,03/26/2014 12:00:00 AM +0000,10,OTHER,,1043891,GOLDWATER NORTH HOSPITAL
36,POINT (-73.91434276980358 40.56125651333848),,132306,2,1024524,11,4533656,4,03/28/2014 12:00:00 AM +0000,03/28/2014 12:00:00 AM +0000,11,OTHER,,9211911,ROCKAWAY POINT FIRE - VOL
0,POINT (-73.9555420030787 40.78632627669659),,37689,,11599,4,1047398,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,NYPD,,1037230,RAMAKRISHNA VIVEKANANDA
303,POINT (-73.86765638674748 40.8193164932503),G,9004164,2,8126,3,0,2,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,NYCHA,26283001,0,SACK-WERN HOUSES
358,POINT (-73.92993813978067 40.79824623965579),X,9001130,2,8006,3,1081288,1,05/14/2009 12:00:00 AM +0000,02/27/2013 12:00:00 AM +0000,1,DCP,13289506,1045336,WAGNER HOUSES BUILDING 5
2479,POINT (-73.92134199668068 40.807808752343924),X,9001321,1,8131,3,2000264,2,05/14/2009 12:00:00 AM +0000,02/25/2013 12:00:00 AM +0000,1,DCP,25266502,9100266,MOTT HAVEN SITE 18 BLDG 1
359,POINT (-73.97527157230705 40.72058356224757),X,260811,1,13241,3,1078054,1,05/14/2009 12:00:00 AM +0000,02/27/2013 12:00:00 AM +0000,1,DCP,12499616,1005276,WALD HOUSES BUILDING 15
0,POINT (-73.97284121991679 40.793950832029545),,158766,1,5744,3,1033687,1,05/14/2009 12:00:00 AM +0000,11/16/2012 12:00:00 AM +0000,3,EMS,,1029677,SYMPHONY SPACE THEATRE
167,POINT (-74.00525284895797 40.74357166051086),X,9001739,2,7641,3,1078420,1,05/14/2009 12:00:00 AM +0000,02/12/2013 12:00:00 AM +0000,1,DCP,13066006,1015795,FULTON PROJECTS BUILDING 5
253,POINT (-73.94161137892452 40.805504276743456),G,9008154,1,12773,3,1054003,1,05/14/2009 12:00:00 AM +0000,02/19/2013 12:00:00 AM +0000,1,NYCHA,11132001,1043913,MORRIS PARK SR HOME
301,POINT (-73.99114252513071 40.71228408801277),X,9003241,2,13357,3,1077512,1,05/14/2009 12:00:00 AM +0000,02/22/2013 12:00:00 AM +0000,1,DCP,12995006,5127441,RUTGERS HOUSES BUILDING 5
66,POINT (-73.97597005891323 40.71737241613927),X,9003208,1,12602,3,1078028,1,05/14/2009 12:00:00 AM +0000,02/04/2013 12:00:00 AM +0000,1,DCP,11265203,1063783,BARUCH PROJECTS BUILDING 2
0,POINT (-73.8087527641726 40.622949140183174),,169844,,14728,5,0,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,NOAA,,0,WINHOLE CHANNEL
534,POINT (-73.93979733565399 40.79059073939974),X,68367,1,6226,2,1081078,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,12088214,1042259,BEN FRANKLIN PLAZA BLDG 10 B
0,POINT (-73.94499329041614 40.6194613478979),,27611,,4622,2,3210350,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,3265046,SMALL WONDERS LEARNING CENTER
0,POINT (-73.93601102261862 40.7446569530361),,67225,2,1027302,1,4003533,4,02/04/2016 12:00:00 AM +0000,02/04/2016 12:00:00 AM +0000,8,OTHER,,4456,NYC SCHOOL CONSTRUCTION AUTHORITY
0,POINT (-73.86715490938131 40.832105312773365),,85785,2,1027303,1,2025621,2,02/04/2016 12:00:00 AM +0000,02/04/2016 12:00:00 AM +0000,9,OTHER,,2040716,LIVING WORD CHRISTIAN CHURCH
0,POINT (-73.810508670561 40.62825176965203),,150528,,14825,11,0,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,WINHOLE CHANNEL LIGHTED BUOY 8
0,POINT (-74.14298780233565 40.659206672565276),,152786,,14826,5,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,NOAA,,0,NEWARK BAY
0,POINT (-74.01778438232276 40.71306266004702),,9009006,,14830,11,0,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,NORTH COVE MARINA LIGHT N
0,POINT (-73.86812034629878 40.83214358872136),,85783,2,1027304,1,2087025,2,02/04/2016 12:00:00 AM +0000,02/04/2016 12:00:00 AM +0000,9,OTHER,,2040700,COMMONWEALTH COMMUNITY BAPTIST CHURCH
0,POINT (-73.97485861044613 40.75935689417804),,35855,1,2483,4,1081151,1,05/14/2009 12:00:00 AM +0000,02/05/2016 12:00:00 AM +0000,7,NYPD,,1030930,BERKSHIRE PLACE HOTL
0,POINT (-73.88910862618471 40.745543889056144),N,76045,1,16027,1,0,4,05/14/2009 12:00:00 AM +0000,03/04/2016 12:00:00 AM +0000,4,DPR,41354501,0,ESNAULT TRIANGLE
0,POINT (-73.94243483275537 40.70135857657208),,292672,1,11453,7,3071650,3,05/14/2009 12:00:00 AM +0000,02/05/2016 12:00:00 AM +0000,2,DoITT,,3314425,BORICUA COLLEGE GRAHAM CAMPUS
0,POINT (-73.98137042064778 40.743164188430185),,34129,1,11627,2,1018256,1,05/14/2009 12:00:00 AM +0000,02/05/2016 12:00:00 AM +0000,9,NYPD,,1021034,TALMUD TORAH ADERT
0,POINT (-73.97816201626817 40.74311138723053),,34141,2,17380,1,1019962,1,05/14/2009 12:00:00 AM +0000,02/05/2016 12:00:00 AM +0000,9,NYPD,,1022057,GOOD SHEPHERD CHURCH 31 ST
0,POINT (-73.8977351219259 40.82410832686825),N,77436,1,451,9,0,2,05/14/2009 12:00:00 AM +0000,03/04/2016 12:00:00 AM +0000,4,DoITT,21214501,0,HORSESHOE PLAYGROUND
0,POINT (-73.89045169490433 40.667652910875084),N,47672,1,633,9,0,3,05/14/2009 12:00:00 AM +0000,03/04/2016 12:00:00 AM +0000,4,DoITT,31226001,0,LINTON PARK
0,POINT (-73.9374724818707 40.60781760830463),,40708,2,19347,1,3239888,3,05/14/2009 12:00:00 AM +0000,03/04/2016 12:00:00 AM +0000,4,EMS,,3299067,MARINE PK FLD HSE
0,POINT (-73.8746045353997 40.75614785415545),N,175457,1,57,9,0,4,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,4,DoITT,41471501,0,NORTHERN PLAYGROUND
